,date,close,high,low,open,symbol,volume,id,key,subkey,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,label,change,changePercent
163,2020-07-13 00:00:00,159.44,161.55,157.99,157.99,IEX,345607,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:36,-0.19458476459890892,-0.19458476459890892,157.99,159.44,161.55,157.99,345607,156.7048,158.143,160.2359,156.7048,345607,"Jul 13, 20",-3.3499999999999943,-0.0206
162,2020-07-14 00:00:00,162.79,163.295,159.03,159.08,IEX,373124,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:45,-0.17766215397049917,-0.17766215397049917,159.08,162.79,163.295,159.03,373124,157.786,161.4658,161.9667,157.7364,373124,"Jul 14, 20",-5.3300000000000125,-0.0317
161,2020-07-15 00:00:00,168.12,168.47,163.31,164.33,IEX,599960,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:57,-0.15073752273186503,-0.15073752273186503,164.33,168.12,168.47,163.31,599960,163.4954,167.2662,167.6144,162.4806,599960,"Jul 15, 20",-0.3400000000000034,-0.002
160,2020-07-16 00:00:00,168.46,169.145,167.0,167.76,IEX,332938,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:46,-0.14902000404122046,-0.14902000404122046,167.76,168.46,169.145,167.0,332938,166.908,167.6045,168.286,166.1519,332938,"Jul 16, 20",-1.1099999999999852,-0.0065
159,2020-07-17 00:00:00,169.57,170.33,168.16,169.68,IEX,327158,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:54,-0.14341281066882205,-0.14341281066882205,169.68,169.57,170.33,168.16,327158,168.8183,168.7088,169.465,167.306,327158,"Jul 17, 20",0.5900000000000034,0.0035
158,2020-07-20 00:00:00,168.98,170.25,167.13,169.2,IEX,342999,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:35,-0.14639321074964648,-0.14639321074964648,169.2,168.98,170.25,167.13,342999,168.3407,168.1218,169.3854,166.2812,342999,"Jul 20, 20",-1.170000000000016,-0.0069
157,2020-07-21 00:00:00,170.15,171.88,169.01,169.46,IEX,417154,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:35,-0.14048292584360478,-0.14048292584360478,169.46,170.15,171.88,169.01,417154,168.5994,169.2859,171.0071,168.1517,417154,"Jul 21, 20",0.8100000000000023,0.0048
156,2020-07-22 00:00:00,169.34,171.725,169.28,170.15,IEX,467128,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:49,-0.14457466154778745,-0.14457466154778745,170.15,169.34,171.725,169.28,467128,169.2859,168.48,170.8529,168.4203,467128,"Jul 22, 20",-1.5699999999999932,-0.0092
155,2020-07-23 00:00:00,170.91,172.36,169.64,170.32,IEX,511197,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:36,-0.13664376641745812,-0.13664376641745812,170.32,170.91,172.36,169.64,511197,169.455,170.042,171.4846,168.7785,511197,"Jul 23, 20",3.240000000000009,0.0193
154,2020-07-24 00:00:00,167.67,170.34,165.04,170.34,IEX,622187,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:54,-0.15301070923418883,-0.15301070923418883,170.34,167.67,170.34,165.04,622187,169.4749,166.8185,169.4749,164.2018,622187,"Jul 24, 20",-1.8900000000000148,-0.0111
153,2020-07-27 00:00:00,169.56,171.03,167.11,168.54,IEX,503283,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:59,-0.1434633259244292,-0.1434633259244292,168.54,169.56,171.03,167.11,503283,167.684,168.6989,170.1614,166.2613,503283,"Jul 27, 20",4.180000000000007,0.0253
152,2020-07-28 00:00:00,165.38,169.52,165.35,169.22,IEX,282507,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:58,-0.16457870276823605,-0.16457870276823605,169.22,165.38,169.52,165.35,282507,168.3606,164.5401,168.6591,164.5102,282507,"Jul 28, 20",-1.2199999999999989,-0.0073
151,2020-07-29 00:00:00,166.6,167.795,165.905,166.38,IEX,266680,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:55,-0.15841584158415847,-0.15841584158415847,166.38,166.6,167.795,165.905,266680,165.535,165.7539,166.9428,165.0624,266680,"Jul 29, 20",2.0,0.0122
150,2020-07-30 00:00:00,164.6,165.65,162.605,164.94,IEX,332661,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:35,-0.16851889270559714,-0.16851889270559714,164.94,164.6,165.65,162.605,332661,164.1023,163.7641,164.8087,161.7792,332661,"Jul 30, 20",-0.21999999999999886,-0.0013
149,2020-07-31 00:00:00,164.82,165.12,162.78,164.3,IEX,302863,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:51,-0.1674075570822389,-0.1674075570822389,164.3,164.82,165.12,162.78,302863,163.4656,163.9829,164.2814,161.9533,302863,"Jul 31, 20",-1.4699999999999989,-0.0088
148,2020-08-03 00:00:00,166.29,167.5717,165.36,165.58,IEX,350847,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:52,-0.1599818145079815,-0.1599818145079815,165.58,166.29,167.5717,165.36,350847,164.7391,165.4455,166.7207,164.5202,350847,"Aug 3, 20",1.2399999999999807,0.0075
147,2020-08-04 00:00:00,165.05,166.03,164.33,165.44,IEX,225532,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:49,-0.16624570620327336,-0.16624570620327336,165.44,165.05,166.03,164.33,225532,164.5998,164.2118,165.1868,163.4954,225532,"Aug 4, 20",-1.0999999999999943,-0.0066
146,2020-08-05 00:00:00,166.15,167.36,165.82,165.96,IEX,332381,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:56,-0.1606890280864821,-0.1606890280864821,165.96,166.15,167.36,165.82,332381,165.1171,165.3062,166.51,164.9779,332381,"Aug 5, 20",-0.37000000000000455,-0.0022
145,2020-08-06 00:00:00,166.52,166.6208,164.58,166.07,IEX,201319,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:55,-0.15881996362901593,-0.15881996362901593,166.07,166.52,166.6208,164.58,201319,165.2266,165.6743,165.7746,163.7442,201319,"Aug 6, 20",-1.0199999999999818,-0.0061
144,2020-08-07 00:00:00,167.54,167.56,165.705,166.66,IEX,365689,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:55,-0.1536674075570823,-0.1536674075570823,166.66,167.54,167.56,165.705,365689,165.8136,166.6891,166.709,164.8634,365689,"Aug 7, 20",-3.670000000000016,-0.0214
143,2020-08-10 00:00:00,171.21,171.25,167.22,167.22,IEX,460978,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:57,-0.13512830874924225,-0.13512830874924225,167.22,171.21,171.25,167.22,460978,166.3707,170.3405,170.3803,166.3707,460978,"Aug 10, 20",-2.8100000000000023,-0.0161
142,2020-08-11 00:00:00,174.02,175.96,171.44,172.0,IEX,499368,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:46,-0.12093352192362092,-0.12093352192362092,172.0,174.02,175.96,171.44,499368,171.1265,173.1362,175.0664,170.5693,499368,"Aug 11, 20",-2.9599999999999795,-0.0167
141,2020-08-12 00:00:00,176.98,177.62,174.26,175.21,IEX,407245,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:55,-0.10598100626389179,-0.10598100626389179,175.21,176.98,177.62,174.26,407245,174.3202,176.0812,176.7179,173.375,407245,"Aug 12, 20",2.119999999999976,0.0121
140,2020-08-13 00:00:00,174.86,175.85,173.64,175.85,IEX,276703,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:51,-0.11669024045261665,-0.11669024045261665,175.85,174.86,175.85,173.64,276703,174.9569,173.9719,174.9569,172.7581,276703,"Aug 13, 20",-1.839999999999975,-0.0104
139,2020-08-14 00:00:00,176.7,177.08,173.44,173.82,IEX,429288,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:49,-0.10739543342089321,-0.10739543342089321,173.82,176.7,177.08,173.44,429288,172.9372,175.8026,176.1807,172.5592,429288,"Aug 14, 20",1.839999999999975,0.0105
138,2020-08-17 00:00:00,174.86,177.12,174.17,176.66,IEX,295460,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:57,-0.11669024045261665,-0.11669024045261665,176.66,174.86,177.12,174.17,295460,175.7628,173.9719,176.2205,173.2855,295460,"Aug 17, 20",-1.6999999999999886,-0.0096
137,2020-08-18 00:00:00,176.56,177.18,174.81,174.81,IEX,377192,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:43,-0.10810264699939384,-0.10810264699939384,174.81,176.56,177.18,174.81,377192,173.9222,175.6633,176.2802,173.9222,377192,"Aug 18, 20",0.7700000000000102,0.0044
136,2020-08-19 00:00:00,175.79,177.5707,175.38,177.22,IEX,300931,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:51,-0.11199232168114778,-0.11199232168114778,177.22,175.79,177.5707,175.38,300931,176.32,174.8972,176.6689,174.4893,300931,"Aug 19, 20",-0.4900000000000091,-0.0028
135,2020-08-20 00:00:00,176.28,176.31,173.58,174.49,IEX,370380,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:46,-0.10951707415639526,-0.10951707415639526,174.49,176.28,176.31,173.58,370380,173.6038,175.3847,175.4146,172.6984,370380,"Aug 20, 20",-2.569999999999993,-0.0144
134,2020-08-21 00:00:00,178.85,179.58,175.84,176.38,IEX,637142,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:57,-0.0965346534653466,-0.0965346534653466,176.38,178.85,179.58,175.84,637142,175.4842,177.9417,178.668,174.947,637142,"Aug 21, 20",-1.740000000000009,-0.0096
133,2020-08-24 00:00:00,180.59,181.13,178.87,179.02,IEX,337735,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:49,-0.08774499898969491,-0.08774499898969491,179.02,180.59,181.13,178.87,337735,178.1108,179.6728,180.2101,177.9616,337735,"Aug 24, 20",0.8900000000000148,0.005
132,2020-08-25 00:00:00,179.7,181.085,179.11,180.9,IEX,480560,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:35,-0.0922408567387352,-0.0922408567387352,180.9,179.7,181.085,179.11,480560,179.9813,178.7874,180.1653,178.2004,480560,"Aug 25, 20",-0.30000000000001137,-0.0017
131,2020-08-26 00:00:00,180.0,180.59,178.38,179.53,IEX,280883,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:53,-0.09072539907051934,-0.09072539907051934,179.53,180.0,180.59,178.38,280883,178.6182,179.0858,179.6728,177.4741,280883,"Aug 26, 20",1.259999999999991,0.007
130,2020-08-27 00:00:00,178.74,181.25,178.68,180.63,IEX,335459,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:35,-0.09709032127702565,-0.09709032127702565,180.63,178.74,181.25,178.68,335459,179.7126,177.8322,180.3295,177.7725,335459,"Aug 27, 20",-2.1499999999999773,-0.0119
129,2020-08-28 00:00:00,180.89,180.9,177.63,178.73,IEX,284692,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:45,-0.0862295413214792,-0.0862295413214792,178.73,180.89,180.9,177.63,284692,177.8223,179.9713,179.9813,176.7279,284692,"Aug 28, 20",0.6599999999999966,0.0037
128,2020-08-31 00:00:00,180.23,180.69,178.97,180.69,IEX,361799,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:57,-0.08956354819155393,-0.08956354819155393,180.69,180.23,180.69,178.97,361799,179.7723,179.3147,179.7723,178.0611,361799,"Aug 31, 20",-1.8500000000000227,-0.0102
127,2020-09-01 00:00:00,182.08,182.56,178.81,179.55,IEX,234189,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:45,-0.08021822590422305,-0.08021822590422305,179.55,182.08,182.56,178.81,234189,178.6381,181.1553,181.6328,177.9019,234189,"Sep 1, 20",-2.089999999999975,-0.0113
126,2020-09-02 00:00:00,184.17,185.18,181.98,182.43,IEX,319120,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:55,-0.06966053748231976,-0.06966053748231976,182.43,184.17,185.18,181.98,319120,181.5035,183.2347,184.2395,181.0558,319120,"Sep 2, 20",4.019999999999982,0.0223
125,2020-09-03 00:00:00,180.15,184.48,178.97,184.48,IEX,328785,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:46,-0.0899676702364114,-0.0899676702364114,184.48,180.15,184.48,178.97,328785,183.5431,179.2351,183.5431,178.0611,328785,"Sep 3, 20",2.530000000000001,0.0142
124,2020-09-04 00:00:00,177.62,183.2,176.9,182.72,IEX,440459,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:56,-0.10274802990503133,-0.10274802990503133,182.72,177.62,183.2,176.9,440459,181.792,176.7179,182.2696,176.0016,440459,"Sep 4, 20",1.6100000000000136,0.0091
123,2020-09-08 00:00:00,176.01,178.94,173.98,176.86,IEX,368727,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:49,-0.11088098605778954,-0.11088098605778954,176.86,176.01,178.94,173.98,368727,175.9618,175.1161,178.0312,173.0964,368727,"Sep 8, 20",-3.680000000000007,-0.0205
122,2020-09-09 00:00:00,179.69,181.46,176.2,177.22,IEX,282807,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:36,-0.09229137199434234,-0.09229137199434234,177.22,179.69,181.46,176.2,282807,176.32,178.7774,180.5384,175.3051,282807,"Sep 9, 20",2.289999999999992,0.0129
121,2020-09-10 00:00:00,177.4,180.53,177.33,179.86,IEX,353731,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:43,-0.10385936552838958,-0.10385936552838958,179.86,177.4,180.53,177.33,353731,178.9466,176.499,179.6132,176.4294,353731,"Sep 10, 20",-3.719999999999999,-0.0205
120,2020-09-11 00:00:00,181.12,181.55,177.97,178.39,IEX,356430,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:36,-0.08506769044251365,-0.08506769044251365,178.39,181.12,181.55,177.97,356430,177.484,180.2002,180.628,177.0662,356430,"Sep 11, 20",-2.9799999999999898,-0.0162
119,2020-09-14 00:00:00,184.1,184.65,181.42,181.82,IEX,360705,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:59,-0.07001414427157009,-0.07001414427157009,181.82,184.1,184.65,181.42,360705,180.8966,183.165,183.7122,180.4986,360705,"Sep 14, 20",-2.1100000000000136,-0.0113
118,2020-09-15 00:00:00,186.21,186.63,184.2,184.2,IEX,304263,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:35,-0.05935542533845221,-0.05935542533845221,184.2,186.21,186.63,184.2,304263,183.2645,185.2643,185.6822,183.2645,304263,"Sep 15, 20",-0.25,-0.0013
117,2020-09-16 00:00:00,186.46,188.14,185.68,187.22,IEX,357877,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:44,-0.058092543948272374,-0.058092543948272374,187.22,186.46,188.14,185.68,357877,186.2692,185.513,187.1845,184.737,357877,"Sep 16, 20",-0.060000000000002274,-0.0003
116,2020-09-17 00:00:00,186.52,188.17,183.13,185.31,IEX,383709,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:45,-0.057789452414629204,-0.057789452414629204,185.31,186.52,188.17,183.13,383709,184.3689,185.5727,187.2144,182.1999,383709,"Sep 17, 20",0.4800000000000182,0.0026
115,2020-09-18 00:00:00,186.04,187.5,184.88,186.16,IEX,572452,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:54,-0.060214184683774576,-0.060214184683774576,186.16,186.04,187.5,184.88,572452,185.2146,185.0952,186.5478,183.9411,572452,"Sep 18, 20",7.789999999999992,0.0437
114,2020-09-21 00:00:00,178.25,184.16,176.5,183.57,IEX,498975,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:53,-0.09956556880177818,-0.09956556880177818,183.57,178.25,184.16,176.5,498975,182.6377,177.3447,183.2247,175.6036,498975,"Sep 21, 20",-2.0900000000000034,-0.0116
113,2020-09-22 00:00:00,180.34,180.785,177.53,179.06,IEX,395272,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:46,-0.08900788037987474,-0.08900788037987474,179.06,180.34,180.785,177.53,395272,178.1506,179.4241,179.8669,176.6284,395272,"Sep 22, 20",3.8300000000000125,0.0217
112,2020-09-23 00:00:00,176.51,181.59,176.4,180.12,IEX,275296,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:53,-0.10835522327742987,-0.10835522327742987,180.12,176.51,181.59,176.4,275296,179.2052,175.6136,180.6678,175.5041,275296,"Sep 23, 20",-1.25,-0.007
111,2020-09-24 00:00:00,177.76,179.82,175.585,176.96,IEX,251549,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:58,-0.1020408163265307,-0.1020408163265307,176.96,177.76,179.82,175.585,251549,176.0613,176.8572,178.9068,174.6933,251549,"Sep 24, 20",-1.2700000000000102,-0.0071
110,2020-09-25 00:00:00,179.03,179.86,175.92,176.83,IEX,342064,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:44,-0.09562537886441709,-0.09562537886441709,176.83,179.03,179.86,175.92,342064,175.9319,178.1208,178.9466,175.0266,342064,"Sep 25, 20",-2.289999999999992,-0.0126
109,2020-09-28 00:00:00,181.32,183.47,180.83,180.87,IEX,214284,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:56,-0.08405738533036984,-0.08405738533036984,180.87,181.32,183.47,180.83,214284,179.9514,180.3991,182.5382,179.9116,214284,"Sep 28, 20",-0.4300000000000068,-0.0024
108,2020-09-29 00:00:00,181.75,182.665,180.68,180.68,IEX,204193,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:49,-0.0818852293392605,-0.0818852293392605,180.68,181.75,182.665,180.68,204193,179.7624,180.827,181.7373,179.7624,204193,"Sep 29, 20",-0.6599999999999966,-0.0036
107,2020-09-30 00:00:00,182.41,183.81,180.34,182.87,IEX,494716,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:59,-0.07855122246918575,-0.07855122246918575,182.87,182.41,183.81,180.34,494716,181.9413,181.4836,182.8765,179.4241,494716,"Sep 30, 20",4.289999999999992,0.0241
106,2020-10-01 00:00:00,178.12,185.21,177.1275,184.1,IEX,351680,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:45,-0.10022226712467167,-0.10022226712467167,184.1,178.12,185.21,177.1275,351680,183.165,177.2154,184.2694,176.2279,351680,"Oct 1, 20",-1.799999999999983,-0.01
105,2020-10-02 00:00:00,179.92,181.7,176.225,176.52,IEX,228719,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:35,-0.09112952111537695,-0.09112952111537695,176.52,179.92,181.7,176.225,228719,175.6235,179.0062,180.7772,175.33,228719,"Oct 2, 20",-2.990000000000009,-0.0163
104,2020-10-05 00:00:00,182.91,183.73,181.65,181.65,IEX,166030,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:59,-0.07602545968882608,-0.07602545968882608,181.65,182.91,183.73,181.65,166030,180.7275,181.9811,182.7969,180.7275,166030,"Oct 5, 20",-0.8900000000000148,-0.0048
103,2020-10-06 00:00:00,183.8,186.91,181.93,182.96,IEX,277662,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:35,-0.07152960193978579,-0.07152960193978579,182.96,183.8,186.91,181.93,277662,182.0308,182.8665,185.9607,181.006,277662,"Oct 6, 20",-5.3799999999999955,-0.0284
102,2020-10-07 00:00:00,189.18,189.35,185.55,185.66,IEX,343965,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:36,-0.04435239442311578,-0.04435239442311578,185.66,189.18,189.35,185.55,343965,184.7171,188.2192,188.3884,184.6077,343965,"Oct 7, 20",-0.8199999999999932,-0.0043
101,2020-10-08 00:00:00,190.0,190.9589,189.105,190.02,IEX,333467,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:35,-0.040210143463325965,-0.040210143463325965,190.02,190.0,190.9589,189.105,333467,189.055,189.0351,189.9891,188.1446,333467,"Oct 8, 20",-0.4099999999999966,-0.0022
100,2020-10-09 00:00:00,190.41,191.36,188.91,190.47,IEX,258426,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:44,-0.03813901798343105,-0.03813901798343105,190.47,190.41,191.36,188.91,258426,189.5027,189.443,190.3881,187.9506,258426,"Oct 9, 20",1.2299999999999898,0.0065
99,2020-10-12 00:00:00,189.18,190.76,184.94,190.76,IEX,497286,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:35,-0.04435239442311578,-0.04435239442311578,190.76,189.18,190.76,184.94,497286,189.7912,188.2192,189.7912,184.0008,497286,"Oct 12, 20",2.980000000000018,0.016
98,2020-10-13 00:00:00,186.2,189.17,184.85,188.27,IEX,321009,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:59,-0.0594059405940595,-0.0594059405940595,188.27,186.2,189.17,184.85,321009,187.3138,185.2544,188.2093,183.9112,321009,"Oct 13, 20",-1.950000000000017,-0.0104
97,2020-10-14 00:00:00,188.15,189.32,184.81,185.15,IEX,408798,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:46,-0.04955546575065671,-0.04955546575065671,185.15,188.15,189.32,184.81,408798,184.7057,187.6985,188.8657,184.3665,408798,"Oct 14, 20",-1.4699999999999989,-0.0078
96,2020-10-15 00:00:00,189.62,189.77,185.43,186.66,IEX,411757,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:46,-0.042129723176399285,-0.042129723176399285,186.66,189.62,189.77,185.43,411757,186.2121,189.1649,189.3146,184.985,411757,"Oct 15, 20",-3.109999999999985,-0.0161
95,2020-10-16 00:00:00,192.73,193.14,190.54,190.54,IEX,1249854,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:59,-0.026419478682562225,-0.026419478682562225,190.54,192.73,193.14,190.54,1249854,190.0827,192.2675,192.6765,190.0827,1249854,"Oct 16, 20",2.9899999999999807,0.0158
94,2020-10-19 00:00:00,189.74,193.8,188.47,193.36,IEX,329568,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:53,-0.041523540109112946,-0.041523540109112946,193.36,189.74,193.8,188.47,329568,192.896,189.2847,193.3349,188.0177,329568,"Oct 19, 20",-1.1999999999999886,-0.0063
93,2020-10-20 00:00:00,190.94,194.3,190.67,190.72,IEX,372308,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:46,-0.0354617094362498,-0.0354617094362498,190.72,190.94,194.3,190.67,372308,190.2623,190.4818,193.8337,190.2124,372308,"Oct 20, 20",0.4900000000000091,0.0026
92,2020-10-21 00:00:00,190.45,193.59,190.38,191.14,IEX,303776,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:56,-0.03793695696100232,-0.03793695696100232,191.14,190.45,193.59,190.38,303776,190.6813,189.993,193.1254,189.9231,303776,"Oct 21, 20",1.3799999999999955,0.0073
91,2020-10-22 00:00:00,189.07,192.34,188.99,190.91,IEX,287720,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:57,-0.04490806223479498,-0.04490806223479498,190.91,189.07,192.34,188.99,287720,190.4519,188.6163,191.8784,188.5365,287720,"Oct 22, 20",-2.5600000000000023,-0.0134
90,2020-10-23 00:00:00,191.63,191.805,189.02,190.46,IEX,298204,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:52,-0.031976156799353464,-0.031976156799353464,190.46,191.63,191.805,189.02,298204,190.0029,191.1701,191.3447,188.5664,298204,"Oct 23, 20",1.549999999999983,0.0082
89,2020-10-26 00:00:00,190.08,190.49,186.84,190.16,IEX,299062,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:55,-0.039806021418468354,-0.039806021418468354,190.16,190.08,190.49,186.84,299062,189.7037,189.6238,190.0329,186.3916,299062,"Oct 26, 20",4.0800000000000125,0.0219
88,2020-10-27 00:00:00,186.0,190.105,185.95,189.37,IEX,527270,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:52,-0.06041624570620331,-0.06041624570620331,189.37,186.0,190.105,185.95,527270,188.9155,185.5536,189.6488,185.5038,527270,"Oct 27, 20",13.430000000000007,0.0778
87,2020-10-28 00:00:00,172.57,180.0,172.29,176.54,IEX,1124967,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:49,-0.12825823398666406,-0.12825823398666406,176.54,172.57,180.0,172.29,1124967,176.1163,172.1559,179.568,171.8765,1124967,"Oct 28, 20",3.8400000000000034,0.0228
86,2020-10-29 00:00:00,168.73,173.73,167.73,172.73,IEX,1167115,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:51,-0.1476560921398263,-0.1476560921398263,172.73,168.73,173.73,167.73,1167115,172.3155,168.3251,173.3131,167.3275,1167115,"Oct 29, 20",-1.6599999999999966,-0.0097
85,2020-10-30 00:00:00,170.39,170.41,166.51,169.17,IEX,682962,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:46,-0.13927055970903224,-0.13927055970903224,169.17,170.39,170.41,166.51,682962,168.764,169.9811,170.001,166.1104,682962,"Oct 30, 20",-8.370000000000005,-0.0468
84,2020-11-02 00:00:00,178.76,178.84,172.45,172.97,IEX,648877,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:46,-0.09698929076581135,-0.09698929076581135,172.97,178.76,178.84,172.45,648877,172.5549,178.331,178.4108,172.0362,648877,"Nov 2, 20",-1.6599999999999966,-0.0092
83,2020-11-03 00:00:00,180.42,184.27,178.83,180.99,IEX,505216,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:51,-0.08860375833501727,-0.08860375833501727,180.99,180.42,184.27,178.83,505216,180.5557,179.987,183.8278,178.4008,505216,"Nov 3, 20",3.519999999999982,0.0199
82,2020-11-04 00:00:00,176.9,182.01,176.85,182.01,IEX,319947,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:54,-0.10638512830874924,-0.10638512830874924,182.01,176.9,182.01,176.85,319947,181.5732,176.4755,181.5732,176.4256,319947,"Nov 4, 20",-0.8700000000000045,-0.0049
81,2020-11-05 00:00:00,177.77,181.74,176.97,179.51,IEX,504613,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:44,-0.1019903010709234,-0.1019903010709234,179.51,177.77,181.74,176.97,504613,179.0792,177.3434,181.3039,176.5453,504613,"Nov 5, 20",-5.25,-0.0287
80,2020-11-06 00:00:00,183.02,183.51,176.62,177.41,IEX,437050,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:58,-0.07546979187714688,-0.07546979187714688,177.41,183.02,183.51,176.62,437050,176.9843,182.5808,183.0696,176.1961,437050,"Nov 6, 20",-4.789999999999992,-0.0255
79,2020-11-09 00:00:00,187.81,196.56,187.6,191.38,IEX,717070,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:36,-0.0512729844413013,-0.0512729844413013,191.38,187.81,196.56,187.6,717070,190.9207,187.3593,196.0883,187.1498,717070,"Nov 9, 20",-8.150000000000006,-0.0416
78,2020-11-10 00:00:00,195.96,197.5,187.39,188.92,IEX,702866,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:54,-0.010103051121438673,-0.010103051121438673,188.92,195.96,197.5,187.39,702866,188.4666,195.4897,197.026,186.9403,702866,"Nov 10, 20",4.52000000000001,0.0236
77,2020-11-11 00:00:00,191.44,196.22,190.6,196.22,IEX,438319,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:43,-0.03293594665589013,-0.03293594665589013,196.22,191.44,196.22,190.6,438319,195.7491,190.9806,195.7491,190.1426,438319,"Nov 11, 20",2.4000000000000057,0.0127
76,2020-11-12 00:00:00,189.04,191.0065,186.73,190.54,IEX,422251,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:58,-0.04505960800161657,-0.04505960800161657,190.54,189.04,191.0065,186.73,422251,190.0827,188.5863,190.5481,186.2819,422251,"Nov 12, 20",-4.1299999999999955,-0.0214
75,2020-11-13 00:00:00,193.17,193.87,189.42,190.78,IEX,373803,HISTORICAL_PRICES,IEX,,2021-01-13 06:16:49,-0.02419680743584573,-0.02419680743584573,190.78,193.17,193.87,189.42,373803,190.3222,192.7064,193.4047,188.9654,373803,"Nov 13, 20",-4.090000000000003,-0.0207
