index,symbol,messageType,seq,bidprice,bidsize,bidtimestamp,askprice,asksize,asktimestamp
451,IEX,book,2196,0.0,0.0,,196.33,100.0,2021-02-25 02:32:23
452,IEX,book,2197,0.0,0.0,,0.0,0.0,
453,IEX,book,2198,0.0,0.0,,196.27,100.0,2021-02-25 02:32:41
455,IEX,book,2199,0.0,0.0,,0.0,0.0,
456,IEX,book,2200,196.03,100.0,2021-02-25 02:33:04,0.0,0.0,
457,IEX,book,2201,196.03,100.0,2021-02-25 02:33:04,196.33,100.0,2021-02-25 02:33:06
458,IEX,book,2202,196.03,100.0,2021-02-25 02:33:04,0.0,0.0,
459,IEX,book,2203,196.03,100.0,2021-02-25 02:33:04,0.0,0.0,
460,IEX,book,2204,196.03,100.0,2021-02-25 02:33:04,0.0,0.0,
461,IEX,book,2205,196.03,100.0,2021-02-25 02:33:04,196.33,100.0,2021-02-25 02:33:15
462,IEX,book,2206,0.0,0.0,,0.0,0.0,
463,IEX,book,2207,196.03,100.0,2021-02-25 02:33:27,196.33,100.0,2021-02-25 02:33:27
464,IEX,book,2208,196.03,100.0,2021-02-25 02:33:27,196.33,100.0,2021-02-25 02:33:33
465,IEX,book,2209,196.03,100.0,2021-02-25 02:33:27,196.33,100.0,2021-02-25 02:33:35
466,IEX,book,2210,196.03,100.0,2021-02-25 02:33:27,196.33,100.0,2021-02-25 02:33:39
467,IEX,book,2211,196.03,100.0,2021-02-25 02:33:27,196.33,100.0,2021-02-25 02:33:43
468,IEX,book,2212,196.03,100.0,2021-02-25 02:33:27,0.0,0.0,
469,IEX,book,2213,196.11,100.0,2021-02-25 02:33:45,0.0,0.0,
470,IEX,book,2214,0.0,0.0,,0.0,0.0,
472,IEX,book,2215,0.0,0.0,,196.36,100.0,2021-02-25 02:34:02
473,IEX,book,2216,0.0,0.0,,0.0,0.0,
474,IEX,book,2217,0.0,0.0,,196.36,100.0,2021-02-25 02:34:11
475,IEX,book,2218,0.0,0.0,,196.36,100.0,2021-02-25 02:34:19
476,IEX,book,2219,0.0,0.0,,196.35,100.0,2021-02-25 02:34:24
477,IEX,book,2220,0.0,0.0,,0.0,0.0,
478,IEX,book,2221,0.0,0.0,,196.36,100.0,2021-02-25 02:34:34
479,IEX,book,2222,0.0,0.0,,0.0,0.0,
480,IEX,book,2223,196.18,100.0,2021-02-25 02:34:44,0.0,0.0,
481,IEX,book,2224,196.12,100.0,2021-02-25 02:34:47,0.0,0.0,
482,IEX,book,2225,0.0,0.0,,0.0,0.0,
484,IEX,book,2226,196.04,100.0,2021-02-25 02:35:00,196.31,100.0,2021-02-25 02:35:00
485,IEX,book,2227,196.05,100.0,2021-02-25 02:35:00,196.29,100.0,2021-02-25 02:35:00
486,IEX,book,2228,195.95,100.0,2021-02-25 02:35:04,196.28,100.0,2021-02-25 02:35:02
487,IEX,book,2229,195.95,100.0,2021-02-25 02:35:05,196.28,100.0,2021-02-25 02:35:02
488,IEX,book,2230,195.95,100.0,2021-02-25 02:35:07,196.28,100.0,2021-02-25 02:35:02
489,IEX,book,2231,195.94,100.0,2021-02-25 02:35:04,196.28,100.0,2021-02-25 02:35:02
490,IEX,book,2232,195.94,100.0,2021-02-25 02:35:04,0.0,0.0,
491,IEX,book,2233,195.95,100.0,2021-02-25 02:35:21,196.29,100.0,2021-02-25 02:35:21
492,IEX,book,2234,195.95,100.0,2021-02-25 02:35:27,196.28,100.0,2021-02-25 02:35:29
493,IEX,book,2235,195.94,100.0,2021-02-25 02:35:04,196.28,100.0,2021-02-25 02:35:29
494,IEX,book,2236,0.0,0.0,,196.22,100.0,2021-02-25 02:35:41
495,IEX,book,2237,0.0,0.0,,196.22,100.0,2021-02-25 02:35:41
496,IEX,book,2238,0.0,0.0,,196.22,100.0,2021-02-25 02:35:41
498,IEX,book,2239,0.0,0.0,,196.27,100.0,2021-02-25 02:35:57
499,IEX,book,2240,0.0,0.0,,196.26,100.0,2021-02-25 02:36:01
500,IEX,book,2241,0.0,0.0,,196.25,100.0,2021-02-25 02:36:08
501,IEX,book,2242,0.0,0.0,,0.0,0.0,
502,IEX,book,2243,0.0,0.0,,196.21,100.0,2021-02-25 02:36:16
503,IEX,book,2244,0.0,0.0,,0.0,0.0,
504,IEX,book,2245,0.0,0.0,,196.21,100.0,2021-02-25 02:36:22
505,IEX,book,2246,0.0,0.0,,0.0,0.0,
506,IEX,book,2247,195.73,100.0,2021-02-25 02:36:37,196.12,100.0,2021-02-25 02:36:37
507,IEX,book,2248,0.0,0.0,,196.12,100.0,2021-02-25 02:36:37
508,IEX,book,2249,0.0,0.0,,0.0,0.0,
509,IEX,book,2250,0.0,0.0,,0.0,0.0,
511,IEX,book,2251,195.8,100.0,2021-02-25 02:37:02,0.0,0.0,
512,IEX,book,2252,195.8,100.0,2021-02-25 02:37:02,0.0,0.0,
513,IEX,book,2253,0.0,0.0,,0.0,0.0,
515,IEX,book,2254,0.0,0.0,,196.08,100.0,2021-02-25 02:38:34
516,IEX,book,2255,195.87,100.0,2021-02-25 02:38:38,196.08,100.0,2021-02-25 02:38:34
517,IEX,book,2256,195.97,100.0,2021-02-25 02:38:49,0.0,0.0,
518,IEX,book,2257,0.0,0.0,,196.16,100.0,2021-02-25 02:38:50
519,IEX,book,2258,195.97,100.0,2021-02-25 02:38:53,0.0,0.0,
521,IEX,book,2259,195.98,100.0,2021-02-25 02:39:05,0.0,0.0,
522,IEX,book,2260,195.96,100.0,2021-02-25 02:39:06,196.19,100.0,2021-02-25 02:39:06
523,IEX,book,2261,195.96,100.0,2021-02-25 02:39:06,196.19,100.0,2021-02-25 02:39:06
524,IEX,book,2262,0.0,0.0,,0.0,0.0,
525,IEX,book,2263,0.0,0.0,,0.0,0.0,
526,IEX,book,2264,196.2,100.0,2021-02-25 02:39:32,0.0,0.0,
527,IEX,book,2265,196.2,100.0,2021-02-25 02:39:32,0.0,0.0,
528,IEX,book,2266,196.27,100.0,2021-02-25 02:39:49,0.0,0.0,
529,IEX,book,2267,196.2,100.0,2021-02-25 02:39:32,0.0,0.0,
530,IEX,book,2268,196.27,100.0,2021-02-25 02:39:53,0.0,0.0,
532,IEX,book,2269,196.2,100.0,2021-02-25 02:39:32,0.0,0.0,
533,IEX,book,2270,196.2,100.0,2021-02-25 02:39:32,0.0,0.0,
534,IEX,book,2271,0.0,0.0,,0.0,0.0,
535,IEX,book,2272,196.11,100.0,2021-02-25 02:40:12,0.0,0.0,
536,IEX,book,2273,196.11,100.0,2021-02-25 02:40:17,0.0,0.0,
537,IEX,book,2274,0.0,0.0,,0.0,0.0,
538,IEX,book,2275,0.0,0.0,,0.0,0.0,
539,IEX,book,2276,0.0,0.0,,196.5,100.0,2021-02-25 02:40:25
540,IEX,book,2277,0.0,0.0,,0.0,0.0,
541,IEX,book,2278,0.0,0.0,,0.0,0.0,
542,IEX,book,2279,196.11,100.0,2021-02-25 02:40:50,0.0,0.0,
543,IEX,book,2280,196.11,100.0,2021-02-25 02:40:52,0.0,0.0,
544,IEX,book,2281,0.0,0.0,,0.0,0.0,
546,IEX,book,2282,0.0,0.0,,0.0,0.0,
548,IEX,book,2283,196.21,100.0,2021-02-25 02:42:09,0.0,0.0,
549,IEX,book,2284,196.22,100.0,2021-02-25 02:42:10,0.0,0.0,
550,IEX,book,2285,196.22,100.0,2021-02-25 02:42:10,0.0,0.0,
551,IEX,book,2286,196.22,100.0,2021-02-25 02:42:10,0.0,0.0,
552,IEX,book,2287,196.22,100.0,2021-02-25 02:42:10,0.0,0.0,
553,IEX,book,2288,196.22,100.0,2021-02-25 02:42:10,0.0,0.0,
554,IEX,book,2289,196.25,100.0,2021-02-25 02:42:30,0.0,0.0,
555,IEX,book,2290,196.25,100.0,2021-02-25 02:42:30,0.0,0.0,
556,IEX,book,2291,0.0,0.0,,0.0,0.0,
558,IEX,book,2292,196.31,100.0,2021-02-25 02:43:06,0.0,0.0,
559,IEX,book,2293,196.31,100.0,2021-02-25 02:43:06,0.0,0.0,
560,IEX,book,2294,196.43,100.0,2021-02-25 02:43:17,0.0,0.0,
561,IEX,book,2295,196.47,100.0,2021-02-25 02:43:20,0.0,0.0,
562,IEX,book,2296,196.47,100.0,2021-02-25 02:43:20,0.0,0.0,
563,IEX,book,2297,0.0,0.0,,0.0,0.0,
564,IEX,book,2298,196.59,100.0,2021-02-25 02:43:30,0.0,0.0,
565,IEX,book,2299,196.61,100.0,2021-02-25 02:43:33,0.0,0.0,
566,IEX,book,2300,0.0,0.0,,0.0,0.0,
567,IEX,book,2301,196.65,100.0,2021-02-25 02:43:53,0.0,0.0,
568,IEX,book,2302,0.0,0.0,,196.81,100.0,2021-02-25 02:43:56
570,IEX,book,2303,0.0,0.0,,196.66,100.0,2021-02-25 02:44:01
571,IEX,book,2304,196.46,100.0,2021-02-25 02:44:08,196.66,100.0,2021-02-25 02:44:01
572,IEX,book,2305,196.46,100.0,2021-02-25 02:44:10,196.66,100.0,2021-02-25 02:44:01
573,IEX,book,2306,196.46,100.0,2021-02-25 02:44:10,0.0,0.0,
574,IEX,book,2307,196.48,100.0,2021-02-25 02:44:12,0.0,0.0,
575,IEX,book,2308,0.0,0.0,,0.0,0.0,
576,IEX,book,2309,0.0,0.0,,0.0,0.0,
577,IEX,book,2310,0.0,0.0,,0.0,0.0,
578,IEX,book,2311,196.41,100.0,2021-02-25 02:44:35,0.0,0.0,
579,IEX,book,2312,0.0,0.0,,0.0,0.0,
580,IEX,book,2313,0.0,0.0,,0.0,0.0,
581,IEX,book,2314,196.51,100.0,2021-02-25 02:44:43,0.0,0.0,
582,IEX,book,2315,0.0,0.0,,0.0,0.0,
583,IEX,book,2316,0.0,0.0,,0.0,0.0,
584,IEX,book,2317,196.51,100.0,2021-02-25 02:44:53,0.0,0.0,
586,IEX,book,2318,0.0,0.0,,0.0,0.0,
587,IEX,book,2319,0.0,0.0,,0.0,0.0,
588,IEX,book,2320,196.52,100.0,2021-02-25 02:45:07,0.0,0.0,
589,IEX,book,2321,0.0,0.0,,0.0,0.0,
590,IEX,book,2322,196.54,100.0,2021-02-25 02:45:15,0.0,0.0,
591,IEX,book,2323,0.0,0.0,,0.0,0.0,
592,IEX,book,2324,196.66,100.0,2021-02-25 02:45:19,0.0,0.0,
593,IEX,book,2325,0.0,0.0,,0.0,0.0,
594,IEX,book,2326,196.77,100.0,2021-02-25 02:45:28,0.0,0.0,
595,IEX,book,2327,196.77,100.0,2021-02-25 02:45:28,197.19,100.0,2021-02-25 02:45:33
596,IEX,book,2328,196.77,100.0,2021-02-25 02:45:28,0.0,0.0,
597,IEX,book,2329,196.79,100.0,2021-02-25 02:45:36,0.0,0.0,
598,IEX,book,2330,196.84,100.0,2021-02-25 02:45:40,0.0,0.0,
599,IEX,book,2331,196.77,100.0,2021-02-25 02:45:28,0.0,0.0,
600,IEX,book,2332,196.82,100.0,2021-02-25 02:45:47,0.0,0.0,
601,IEX,book,2333,196.75,100.0,2021-02-25 02:45:51,0.0,0.0,
602,IEX,book,2334,0.0,0.0,,0.0,0.0,
604,IEX,book,2335,0.0,0.0,,0.0,0.0,
605,IEX,book,2336,0.0,0.0,,197.11,100.0,2021-02-25 02:46:01
606,IEX,book,2337,0.0,0.0,,197.11,100.0,2021-02-25 02:46:05
607,IEX,book,2338,196.73,100.0,2021-02-25 02:46:10,0.0,0.0,
608,IEX,book,2339,196.73,100.0,2021-02-25 02:46:10,197.11,100.0,2021-02-25 02:46:12
609,IEX,book,2340,196.73,100.0,2021-02-25 02:46:15,0.0,0.0,
610,IEX,book,2341,196.73,100.0,2021-02-25 02:46:21,0.0,0.0,
611,IEX,book,2342,196.82,100.0,2021-02-25 02:46:23,0.0,0.0,
612,IEX,book,2343,0.0,0.0,,0.0,0.0,
613,IEX,book,2344,0.0,0.0,,0.0,0.0,
614,IEX,book,2345,0.0,0.0,,0.0,0.0,
615,IEX,book,2346,0.0,0.0,,0.0,0.0,
616,IEX,book,2347,0.0,0.0,,0.0,0.0,
617,IEX,book,2348,196.89,100.0,2021-02-25 02:46:45,197.21,100.0,2021-02-25 02:46:46
618,IEX,book,2349,196.89,100.0,2021-02-25 02:46:45,197.21,100.0,2021-02-25 02:46:46
619,IEX,book,2350,197.0,100.0,2021-02-25 02:46:53,197.21,100.0,2021-02-25 02:46:46
620,IEX,book,2351,196.89,100.0,2021-02-25 02:46:45,197.21,100.0,2021-02-25 02:46:46
622,IEX,book,2352,196.89,100.0,2021-02-25 02:46:45,197.21,100.0,2021-02-25 02:46:46
623,IEX,book,2353,0.0,0.0,,0.0,0.0,
624,IEX,book,2354,196.82,100.0,2021-02-25 02:47:13,197.05,100.0,2021-02-25 02:47:13
625,IEX,book,2355,196.62,100.0,2021-02-25 02:47:13,197.05,100.0,2021-02-25 02:47:13
626,IEX,book,2356,196.74,100.0,2021-02-25 02:47:13,197.05,100.0,2021-02-25 02:47:13
627,IEX,book,2357,196.74,100.0,2021-02-25 02:47:13,197.04,100.0,2021-02-25 02:47:16
628,IEX,book,2358,196.77,100.0,2021-02-25 02:47:22,0.0,0.0,
629,IEX,book,2359,196.88,100.0,2021-02-25 02:47:31,197.17,100.0,2021-02-25 02:47:33
630,IEX,book,2360,196.88,100.0,2021-02-25 02:47:31,197.15,100.0,2021-02-25 02:47:35
631,IEX,book,2361,196.88,100.0,2021-02-25 02:47:31,0.0,0.0,
632,IEX,book,2362,196.82,100.0,2021-02-25 02:47:42,0.0,0.0,
633,IEX,book,2363,196.91,100.0,2021-02-25 02:47:43,0.0,0.0,
634,IEX,book,2364,196.99,100.0,2021-02-25 02:47:49,197.34,100.0,2021-02-25 02:47:49
635,IEX,book,2365,197.03,100.0,2021-02-25 02:47:50,197.42,100.0,2021-02-25 02:47:50
636,IEX,book,2366,197.16,100.0,2021-02-25 02:47:54,197.5,100.0,2021-02-25 02:47:53
638,IEX,book,2367,197.16,100.0,2021-02-25 02:47:54,197.49,100.0,2021-02-25 02:47:57
639,IEX,book,2368,197.04,100.0,2021-02-25 02:47:52,197.48,100.0,2021-02-25 02:48:01
640,IEX,book,2369,197.04,100.0,2021-02-25 02:47:52,197.48,100.0,2021-02-25 02:48:01
641,IEX,book,2370,197.07,100.0,2021-02-25 02:48:08,197.34,100.0,2021-02-25 02:48:07
642,IEX,book,2371,197.04,100.0,2021-02-25 02:47:52,197.43,100.0,2021-02-25 02:48:16
643,IEX,book,2372,197.06,100.0,2021-02-25 02:48:17,197.41,100.0,2021-02-25 02:48:19
644,IEX,book,2373,197.06,100.0,2021-02-25 02:48:17,197.41,100.0,2021-02-25 02:48:19
645,IEX,book,2374,197.07,100.0,2021-02-25 02:48:24,0.0,0.0,
646,IEX,book,2375,0.0,0.0,,197.31,100.0,2021-02-25 02:48:35
647,IEX,book,2376,0.0,0.0,,197.35,100.0,2021-02-25 02:48:40
648,IEX,book,2377,0.0,0.0,,197.35,100.0,2021-02-25 02:48:40
650,IEX,book,2378,0.0,0.0,,197.35,100.0,2021-02-25 02:48:57
651,IEX,book,2379,0.0,0.0,,197.35,100.0,2021-02-25 02:48:57
652,IEX,book,2380,0.0,0.0,,197.35,100.0,2021-02-25 02:48:57
653,IEX,book,2381,0.0,0.0,,197.27,100.0,2021-02-25 02:49:17
654,IEX,book,2382,0.0,0.0,,197.27,100.0,2021-02-25 02:49:22
655,IEX,book,2383,196.92,100.0,2021-02-25 02:49:25,197.27,100.0,2021-02-25 02:49:22
656,IEX,book,2384,0.0,0.0,,197.27,100.0,2021-02-25 02:49:22
657,IEX,book,2385,197.0,100.0,2021-02-25 02:49:36,197.29,100.0,2021-02-25 02:49:36
658,IEX,book,2386,197.01,100.0,2021-02-25 02:49:40,197.29,100.0,2021-02-25 02:49:36
659,IEX,book,2387,196.97,100.0,2021-02-25 02:49:50,197.37,100.0,2021-02-25 02:49:50
660,IEX,book,2388,0.0,0.0,,197.37,100.0,2021-02-25 02:49:50
662,IEX,book,2389,0.0,0.0,,197.19,100.0,2021-02-25 02:49:58
663,IEX,book,2390,0.0,0.0,,0.0,0.0,
664,IEX,book,2391,196.93,100.0,2021-02-25 02:50:13,0.0,0.0,
665,IEX,book,2392,196.93,100.0,2021-02-25 02:50:13,0.0,0.0,
666,IEX,book,2393,196.97,100.0,2021-02-25 02:50:20,0.0,0.0,
667,IEX,book,2394,196.97,100.0,2021-02-25 02:50:20,0.0,0.0,
668,IEX,book,2395,0.0,0.0,,197.25,100.0,2021-02-25 02:50:34
669,IEX,book,2396,0.0,0.0,,0.0,0.0,
670,IEX,book,2397,196.97,100.0,2021-02-25 02:50:46,197.27,100.0,2021-02-25 02:50:47
671,IEX,book,2398,0.0,0.0,,0.0,0.0,
672,IEX,book,2399,0.0,0.0,,0.0,0.0,
673,IEX,book,2400,196.97,100.0,2021-02-25 02:50:53,0.0,0.0,
675,IEX,book,2401,196.99,100.0,2021-02-25 02:50:57,0.0,0.0,
676,IEX,book,2402,0.0,0.0,,197.27,100.0,2021-02-25 02:51:01
677,IEX,book,2403,197.02,100.0,2021-02-25 02:51:09,0.0,0.0,
678,IEX,book,2404,0.0,0.0,,0.0,0.0,
679,IEX,book,2405,0.0,0.0,,0.0,0.0,
